int	int	int	int	int	int	int	int	string
100404113	4	113	6301	67	3480	1603	10	
100404114	4	114	6301	67	3480	1603	10	
100404115	4	115	6301	67	3480	1603	10	
100404116	4	116	6301	67	3480	1603	10	
100404117	4	117	6301	67	3480	1603	10	
100404118	4	118	6301	67	3480	1603	10	
100404119	4	119	6301	67	3480	1603	10	
100404120	4	120	6301	67	3480	1603	10	
100404121	4	121	6301	67	3480	1603	10	
100404122	4	122	6301	67	3480	1603	10	
100404123	4	123	6301	67	3480	1603	10	
100404124	4	124	6301	67	3480	1603	10	
100404125	4	125	6301	67	3480	1603	10	
100404126	4	126	6301	67	3480	1603	10	
100404127	4	127	6301	67	3480	1603	10	
100404128	4	128	6301	67	3480	1603	10	
100404129	4	129	6301	67	3480	1603	10	
100404130	4	130	6301	67	3480	1603	10	
100404131	4	131	6301	75	3480	1603	10	
100404132	4	132	6301	75	3480	1603	10	
100404133	4	133	6301	75	3480	1603	10	
100404134	4	134	6301	75	3480	1603	10	
100404135	4	135	6301	75	3480	1603	10	
100404136	4	136	6301	75	3480	1603	10	
100404137	4	137	6301	75	3480	1603	10	
100404138	4	138	6301	75	3480	1603	10	
100404139	4	139	6301	75	3480	1603	10	
100404140	4	140	6301	75	3480	1603	10	
100404141	4	141	6301	79	3480	1603	10	
100404142	4	142	6301	79	3480	1603	10	
100404143	4	143	6301	79	3480	1603	10	
100404144	4	144	6301	79	3480	1603	10	
100404145	4	145	6301	79	3480	1603	10	
100404146	4	146	6301	79	3480	1603	10	
100404147	4	147	6301	79	3480	1603	10	
100404148	4	148	6301	79	3480	1603	10	
100404149	4	149	6301	79	3480	1603	10	
100404150	4	150	6301	79	3480	1603	10	
100501001	1	1	6104	10	990	1601	10	
100501002	1	2	6104	10	990	1601	10	
100501003	1	3	6104	10	990	1601	10	
100501004	1	4	6104	10	990	1601	10	
100501005	1	5	6104	10	990	1601	10	
100501006	1	6	6104	12	990	1601	10	
100501007	1	7	6104	12	990	1601	10	
100501008	1	8	6104	12	990	1601	10	
100501009	1	9	6104	12	990	1601	10	
100501010	1	10	6104	12	990	1601	10	
100501011	1	11	6104	18	990	1601	10	
100501012	1	12	6104	18	990	1601	10	
100501013	1	13	6104	18	990	1601	10	
100501014	1	14	6104	18	990	1601	10	
100501015	1	15	6104	18	990	1601	10	
100501016	1	16	6104	18	990	1601	10	
100501017	1	17	6104	18	990	1601	10	
100501018	1	18	6104	18	990	1601	10	
100501019	1	19	6104	18	990	1601	10	
100501020	1	20	6104	18	990	1601	10	
100501021	1	21	6104	18	990	1601	10	
100501022	1	22	6104	18	990	1601	10	
100501023	1	23	6104	18	990	1601	10	
100501024	1	24	6104	18	990	1601	10	
100501025	1	25	6104	18	990	1601	10	
100501026	1	26	6104	18	990	1601	10	
100501027	1	27	6104	18	990	1601	10	
100501028	1	28	6104	18	990	1601	10	
100501029	1	29	6104	18	990	1601	10	
100501030	1	30	6104	18	990	1601	10	
100501031	1	31	6104	24	990	1601	10	
100501032	1	32	6104	24	990	1601	10	
100501033	1	33	6104	24	990	1601	10	
100501034	1	34	6104	24	990	1601	10	
100501035	1	35	6104	24	990	1601	10	
100501036	1	36	6104	24	990	1601	10	
100501037	1	37	6104	24	990	1601	10	
100501038	1	38	6104	24	990	1601	10	
100501039	1	39	6104	24	990	1601	10	
100501040	1	40	6104	24	990	1601	10	
100501041	1	41	6104	28	990	1601	10	
100501042	1	42	6104	28	990	1601	10	
100501043	1	43	6104	28	990	1601	10	
100501044	1	44	6104	28	990	1601	10	
100501045	1	45	6104	28	990	1601	10	
100501046	1	46	6104	28	990	1601	10	
100501047	1	47	6104	28	990	1601	10	
100501048	1	48	6104	28	990	1601	10	
100501049	1	49	6104	28	990	1601	10	
100501050	1	50	6104	28	990	1601	10	
100501051	1	51	6204	35	2230	1601	10	
100501052	1	52	6204	35	2230	1601	10	
100501053	1	53	6204	35	2230	1601	10	
100501054	1	54	6204	35	2230	1601	10	
100501055	1	55	6204	35	2230	1601	10	
100501056	1	56	6204	35	2230	1601	10	
100501057	1	57	6204	35	2230	1601	10	
100501058	1	58	6204	35	2230	1601	10	
100501059	1	59	6204	35	2230	1601	10	
100501060	1	60	6204	35	2230	1601	10	
100501061	1	61	6204	42	2230	1601	10	
100501062	1	62	6204	42	2230	1601	10	
100501063	1	63	6204	42	2230	1601	10	
100501064	1	64	6204	42	2230	1601	10	
100501065	1	65	6204	42	2230	1601	10	
100501066	1	66	6204	42	2230	1601	10	
100501067	1	67	6204	42	2230	1601	10	
100501068	1	68	6204	42	2230	1601	10	
100501069	1	69	6204	42	2230	1601	10	
100501070	1	70	6204	42	2230	1601	10	
100501071	1	71	6204	42	2230	1601	10	
100501072	1	72	6204	42	2230	1601	10	
100501073	1	73	6204	42	2230	1601	10	
100501074	1	74	6204	42	2230	1601	10	
100501075	1	75	6204	42	2230	1601	10	
100501076	1	76	6204	42	2230	1601	10	
100501077	1	77	6204	42	2230	1601	10	
100501078	1	78	6204	42	2230	1601	10	
100501079	1	79	6204	42	2230	1601	10	
100501080	1	80	6204	42	2230	1601	10	
100501081	1	81	6204	50	2230	1601	10	
100501082	1	82	6204	50	2230	1601	10	
100501083	1	83	6204	50	2230	1601	10	
100501084	1	84	6204	50	2230	1601	10	
100501085	1	85	6204	50	2230	1601	10	
100501086	1	86	6204	50	2230	1601	10	
100501087	1	87	6204	50	2230	1601	10	
100501088	1	88	6204	50	2230	1601	10	
100501089	1	89	6204	50	2230	1601	10	
100501090	1	90	6204	50	2230	1601	10	
100501091	1	91	6204	54	2230	1601	10	
100501092	1	92	6204	54	2230	1601	10	
100501093	1	93	6204	54	2230	1601	10	
100501094	1	94	6204	54	2230	1601	10	
100501095	1	95	6204	54	2230	1601	10	
100501096	1	96	6204	54	2230	1601	10	
100501097	1	97	6204	54	2230	1601	10	
100501098	1	98	6204	54	2230	1601	10	
100501099	1	99	6204	54	2230	1601	10	
100501100	1	100	6204	54	2230	1601	10	
100501101	1	101	6304	60	3480	1601	10	
100501102	1	102	6304	60	3480	1601	10	
100501103	1	103	6304	60	3480	1601	10	
100501104	1	104	6304	60	3480	1601	10	
100501105	1	105	6304	60	3480	1601	10	
100501106	1	106	6304	60	3480	1601	10	
100501107	1	107	6304	60	3480	1601	10	
100501108	1	108	6304	60	3480	1601	10	
100501109	1	109	6304	60	3480	1601	10	
100501110	1	110	6304	60	3480	1601	10	
100501111	1	111	6304	67	3480	1601	10	
100501112	1	112	6304	67	3480	1601	10	
100501113	1	113	6304	67	3480	1601	10	
100501114	1	114	6304	67	3480	1601	10	
100501115	1	115	6304	67	3480	1601	10	
100501116	1	116	6304	67	3480	1601	10	
100501117	1	117	6304	67	3480	1601	10	
100501118	1	118	6304	67	3480	1601	10	
100501119	1	119	6304	67	3480	1601	10	
100501120	1	120	6304	67	3480	1601	10	
100501121	1	121	6304	67	3480	1601	10	
100501122	1	122	6304	67	3480	1601	10	
100501123	1	123	6304	67	3480	1601	10	
100501124	1	124	6304	67	3480	1601	10	
100501125	1	125	6304	67	3480	1601	10	
100501126	1	126	6304	67	3480	1601	10	
100501127	1	127	6304	67	3480	1601	10	
100501128	1	128	6304	67	3480	1601	10	
100501129	1	129	6304	67	3480	1601	10	
100501130	1	130	6304	67	3480	1601	10	
100501131	1	131	6304	75	3480	1601	10	
100501132	1	132	6304	75	3480	1601	10	
100501133	1	133	6304	75	3480	1601	10	
100501134	1	134	6304	75	3480	1601	10	
100501135	1	135	6304	75	3480	1601	10	
100501136	1	136	6304	75	3480	1601	10	
100501137	1	137	6304	75	3480	1601	10	
100501138	1	138	6304	75	3480	1601	10	
100501139	1	139	6304	75	3480	1601	10	
100501140	1	140	6304	75	3480	1601	10	
100501141	1	141	6304	79	3480	1601	10	
100501142	1	142	6304	79	3480	1601	10	
100501143	1	143	6304	79	3480	1601	10	
100501144	1	144	6304	79	3480	1601	10	
100501145	1	145	6304	79	3480	1601	10	
100501146	1	146	6304	79	3480	1601	10	
100501147	1	147	6304	79	3480	1601	10	
100501148	1	148	6304	79	3480	1601	10	
100501149	1	149	6304	79	3480	1601	10	
100501150	1	150	6304	79	3480	1601	10	
100502001	2	1	6102	10	990	1602	10	
100502002	2	2	6102	10	990	1602	10	
100502003	2	3	6102	10	990	1602	10	
100502004	2	4	6102	10	990	1602	10	
100502005	2	5	6102	10	990	1602	10	
100502006	2	6	6102	12	990	1602	10	
100502007	2	7	6102	12	990	1602	10	
100502008	2	8	6102	12	990	1602	10	
100502009	2	9	6102	12	990	1602	10	
100502010	2	10	6102	12	990	1602	10	
100502011	2	11	6102	18	990	1602	10	
100502012	2	12	6102	18	990	1602	10	
100502013	2	13	6102	18	990	1602	10	
100502014	2	14	6102	18	990	1602	10	
100502015	2	15	6102	18	990	1602	10	
100502016	2	16	6102	18	990	1602	10	
100502017	2	17	6102	18	990	1602	10	
100502018	2	18	6102	18	990	1602	10	
100502019	2	19	6102	18	990	1602	10	
100502020	2	20	6102	18	990	1602	10	
100502021	2	21	6102	18	990	1602	10	
100502022	2	22	6102	18	990	1602	10	
100502023	2	23	6102	18	990	1602	10	
100502024	2	24	6102	18	990	1602	10	
100502025	2	25	6102	18	990	1602	10	
100502026	2	26	6102	18	990	1602	10	
100502027	2	27	6102	18	990	1602	10	
100502028	2	28	6102	18	990	1602	10	
100502029	2	29	6102	18	990	1602	10	
100502030	2	30	6102	18	990	1602	10	
100502031	2	31	6102	24	990	1602	10	
100502032	2	32	6102	24	990	1602	10	
100502033	2	33	6102	24	990	1602	10	
100502034	2	34	6102	24	990	1602	10	
100502035	2	35	6102	24	990	1602	10	
100502036	2	36	6102	24	990	1602	10	
100502037	2	37	6102	24	990	1602	10	
100502038	2	38	6102	24	990	1602	10	
100502039	2	39	6102	24	990	1602	10	
100502040	2	40	6102	24	990	1602	10	
100502041	2	41	6102	28	990	1602	10	
100502042	2	42	6102	28	990	1602	10	
100502043	2	43	6102	28	990	1602	10	
100502044	2	44	6102	28	990	1602	10	
100502045	2	45	6102	28	990	1602	10	
100502046	2	46	6102	28	990	1602	10	
100502047	2	47	6102	28	990	1602	10	
100502048	2	48	6102	28	990	1602	10	
100502049	2	49	6102	28	990	1602	10	
100502050	2	50	6102	28	990	1602	10	
100502051	2	51	6202	35	2230	1602	10	
100502052	2	52	6202	35	2230	1602	10	
100502053	2	53	6202	35	2230	1602	10	
100502054	2	54	6202	35	2230	1602	10	
100502055	2	55	6202	35	2230	1602	10	
100502056	2	56	6202	35	2230	1602	10	
100502057	2	57	6202	35	2230	1602	10	
100502058	2	58	6202	35	2230	1602	10	
100502059	2	59	6202	35	2230	1602	10	
100502060	2	60	6202	35	2230	1602	10	
100502061	2	61	6202	42	2230	1602	10	
100502062	2	62	6202	42	2230	1602	10	
100502063	2	63	6202	42	2230	1602	10	
100502064	2	64	6202	42	2230	1602	10	
100502065	2	65	6202	42	2230	1602	10	
100502066	2	66	6202	42	2230	1602	10	
100502067	2	67	6202	42	2230	1602	10	
100502068	2	68	6202	42	2230	1602	10	
100502069	2	69	6202	42	2230	1602	10	
100502070	2	70	6202	42	2230	1602	10	
100502071	2	71	6202	42	2230	1602	10	
100502072	2	72	6202	42	2230	1602	10	
100502073	2	73	6202	42	2230	1602	10	
100502074	2	74	6202	42	2230	1602	10	
100502075	2	75	6202	42	2230	1602	10	
100502076	2	76	6202	42	2230	1602	10	
100502077	2	77	6202	42	2230	1602	10	
100502078	2	78	6202	42	2230	1602	10	
100502079	2	79	6202	42	2230	1602	10	
100502080	2	80	6202	42	2230	1602	10	
100502081	2	81	6202	50	2230	1602	10	
100502082	2	82	6202	50	2230	1602	10	
100502083	2	83	6202	50	2230	1602	10	
100502084	2	84	6202	50	2230	1602	10	
100502085	2	85	6202	50	2230	1602	10	
100502086	2	86	6202	50	2230	1602	10	
100502087	2	87	6202	50	2230	1602	10	
100502088	2	88	6202	50	2230	1602	10	
100502089	2	89	6202	50	2230	1602	10	
100502090	2	90	6202	50	2230	1602	10	
100502091	2	91	6202	54	2230	1602	10	
100502092	2	92	6202	54	2230	1602	10	
100502093	2	93	6202	54	2230	1602	10	
100502094	2	94	6202	54	2230	1602	10	
100502095	2	95	6202	54	2230	1602	10	
100502096	2	96	6202	54	2230	1602	10	
100502097	2	97	6202	54	2230	1602	10	
100502098	2	98	6202	54	2230	1602	10	
100502099	2	99	6202	54	2230	1602	10	
100502100	2	100	6202	54	2230	1602	10	
100502101	2	101	6302	60	3480	1602	10	
100502102	2	102	6302	60	3480	1602	10	
100502103	2	103	6302	60	3480	1602	10	
100502104	2	104	6302	60	3480	1602	10	
100502105	2	105	6302	60	3480	1602	10	
100502106	2	106	6302	60	3480	1602	10	
100502107	2	107	6302	60	3480	1602	10	
100502108	2	108	6302	60	3480	1602	10	
100502109	2	109	6302	60	3480	1602	10	
100502110	2	110	6302	60	3480	1602	10	
100502111	2	111	6302	67	3480	1602	10	
100502112	2	112	6302	67	3480	1602	10	
100502113	2	113	6302	67	3480	1602	10	
100502114	2	114	6302	67	3480	1602	10	
100502115	2	115	6302	67	3480	1602	10	
100502116	2	116	6302	67	3480	1602	10	
100502117	2	117	6302	67	3480	1602	10	
100502118	2	118	6302	67	3480	1602	10	
100502119	2	119	6302	67	3480	1602	10	
100502120	2	120	6302	67	3480	1602	10	
100502121	2	121	6302	67	3480	1602	10	
100502122	2	122	6302	67	3480	1602	10	
100502123	2	123	6302	67	3480	1602	10	
100502124	2	124	6302	67	3480	1602	10	
100502125	2	125	6302	67	3480	1602	10	
100502126	2	126	6302	67	3480	1602	10	
100502127	2	127	6302	67	3480	1602	10	
100502128	2	128	6302	67	3480	1602	10	
100502129	2	129	6302	67	3480	1602	10	
100502130	2	130	6302	67	3480	1602	10	
100502131	2	131	6302	75	3480	1602	10	
100502132	2	132	6302	75	3480	1602	10	
100502133	2	133	6302	75	3480	1602	10	
100502134	2	134	6302	75	3480	1602	10	
100502135	2	135	6302	75	3480	1602	10	
100502136	2	136	6302	75	3480	1602	10	
100502137	2	137	6302	75	3480	1602	10	
100502138	2	138	6302	75	3480	1602	10	
100502139	2	139	6302	75	3480	1602	10	
100502140	2	140	6302	75	3480	1602	10	
100502141	2	141	6302	79	3480	1602	10	
100502142	2	142	6302	79	3480	1602	10	
100502143	2	143	6302	79	3480	1602	10	
100502144	2	144	6302	79	3480	1602	10	
100502145	2	145	6302	79	3480	1602	10	
100502146	2	146	6302	79	3480	1602	10	
100502147	2	147	6302	79	3480	1602	10	
100502148	2	148	6302	79	3480	1602	10	
100502149	2	149	6302	79	3480	1602	10	
100502150	2	150	6302	79	3480	1602	10	
100503001	3	1	6108	10	990	1603	10	
100503002	3	2	6108	10	990	1603	10	
100503003	3	3	6108	10	990	1603	10	
100503004	3	4	6108	10	990	1603	10	
100503005	3	5	6108	10	990	1603	10	
100503006	3	6	6108	12	990	1603	10	
100503007	3	7	6108	12	990	1603	10	
100503008	3	8	6108	12	990	1603	10	
100503009	3	9	6108	12	990	1603	10	
100503010	3	10	6108	12	990	1603	10	
100503011	3	11	6108	18	990	1603	10	
100503012	3	12	6108	18	990	1603	10	
100503013	3	13	6108	18	990	1603	10	
100503014	3	14	6108	18	990	1603	10	
100503015	3	15	6108	18	990	1603	10	
100503016	3	16	6108	18	990	1603	10	
100503017	3	17	6108	18	990	1603	10	
100503018	3	18	6108	18	990	1603	10	
100503019	3	19	6108	18	990	1603	10	
100503020	3	20	6108	18	990	1603	10	
100503021	3	21	6108	18	990	1603	10	
100503022	3	22	6108	18	990	1603	10	
100503023	3	23	6108	18	990	1603	10	
100503024	3	24	6108	18	990	1603	10	
100503025	3	25	6108	18	990	1603	10	
100503026	3	26	6108	18	990	1603	10	
100503027	3	27	6108	18	990	1603	10	
100503028	3	28	6108	18	990	1603	10	
100503029	3	29	6108	18	990	1603	10	
100503030	3	30	6108	18	990	1603	10	
100503031	3	31	6108	24	990	1603	10	
100503032	3	32	6108	24	990	1603	10	
100503033	3	33	6108	24	990	1603	10	
100503034	3	34	6108	24	990	1603	10	
100503035	3	35	6108	24	990	1603	10	
100503036	3	36	6108	24	990	1603	10	
100503037	3	37	6108	24	990	1603	10	
100503038	3	38	6108	24	990	1603	10	
100503039	3	39	6108	24	990	1603	10	
100503040	3	40	6108	24	990	1603	10	
100503041	3	41	6108	28	990	1603	10	
100503042	3	42	6108	28	990	1603	10	
100503043	3	43	6108	28	990	1603	10	
100503044	3	44	6108	28	990	1603	10	
100503045	3	45	6108	28	990	1603	10	
100503046	3	46	6108	28	990	1603	10	
100503047	3	47	6108	28	990	1603	10	
100503048	3	48	6108	28	990	1603	10	
100503049	3	49	6108	28	990	1603	10	
100503050	3	50	6108	28	990	1603	10	
100503051	3	51	6208	35	2230	1603	10	
100503052	3	52	6208	35	2230	1603	10	
100503053	3	53	6208	35	2230	1603	10	
100503054	3	54	6208	35	2230	1603	10	
100503055	3	55	6208	35	2230	1603	10	
100503056	3	56	6208	35	2230	1603	10	
100503057	3	57	6208	35	2230	1603	10	
100503058	3	58	6208	35	2230	1603	10	
100503059	3	59	6208	35	2230	1603	10	
100503060	3	60	6208	35	2230	1603	10	
100503061	3	61	6208	42	2230	1603	10	
100503062	3	62	6208	42	2230	1603	10	
100503063	3	63	6208	42	2230	1603	10	
100503064	3	64	6208	42	2230	1603	10	
100503065	3	65	6208	42	2230	1603	10	
100503066	3	66	6208	42	2230	1603	10	
100503067	3	67	6208	42	2230	1603	10	
100503068	3	68	6208	42	2230	1603	10	
100503069	3	69	6208	42	2230	1603	10	
100503070	3	70	6208	42	2230	1603	10	
100503071	3	71	6208	42	2230	1603	10	
100503072	3	72	6208	42	2230	1603	10	
100503073	3	73	6208	42	2230	1603	10	
100503074	3	74	6208	42	2230	1603	10	
100503075	3	75	6208	42	2230	1603	10	
100503076	3	76	6208	42	2230	1603	10	
100503077	3	77	6208	42	2230	1603	10	
100503078	3	78	6208	42	2230	1603	10	
100503079	3	79	6208	42	2230	1603	10	
100503080	3	80	6208	42	2230	1603	10	
100503081	3	81	6208	50	2230	1603	10	
100503082	3	82	6208	50	2230	1603	10	
100503083	3	83	6208	50	2230	1603	10	
100503084	3	84	6208	50	2230	1603	10	
100503085	3	85	6208	50	2230	1603	10	
100503086	3	86	6208	50	2230	1603	10	
100503087	3	87	6208	50	2230	1603	10	
100503088	3	88	6208	50	2230	1603	10	
100503089	3	89	6208	50	2230	1603	10	
100503090	3	90	6208	50	2230	1603	10	
100503091	3	91	6208	54	2230	1603	10	
100503092	3	92	6208	54	2230	1603	10	
100503093	3	93	6208	54	2230	1603	10	
100503094	3	94	6208	54	2230	1603	10	
100503095	3	95	6208	54	2230	1603	10	
100503096	3	96	6208	54	2230	1603	10	
100503097	3	97	6208	54	2230	1603	10	
100503098	3	98	6208	54	2230	1603	10	
100503099	3	99	6208	54	2230	1603	10	
100503100	3	100	6208	54	2230	1603	10	
100503101	3	101	6308	60	3480	1603	10	
100503102	3	102	6308	60	3480	1603	10	
100503103	3	103	6308	60	3480	1603	10	
100503104	3	104	6308	60	3480	1603	10	
100503105	3	105	6308	60	3480	1603	10	
100503106	3	106	6308	60	3480	1603	10	
100503107	3	107	6308	60	3480	1603	10	
100503108	3	108	6308	60	3480	1603	10	
100503109	3	109	6308	60	3480	1603	10	
100503110	3	110	6308	60	3480	1603	10	
100503111	3	111	6308	67	3480	1603	10	
100503112	3	112	6308	67	3480	1603	10	
100503113	3	113	6308	67	3480	1603	10	
100503114	3	114	6308	67	3480	1603	10	
100503115	3	115	6308	67	3480	1603	10	
100503116	3	116	6308	67	3480	1603	10	
100503117	3	117	6308	67	3480	1603	10	
100503118	3	118	6308	67	3480	1603	10	
100503119	3	119	6308	67	3480	1603	10	
100503120	3	120	6308	67	3480	1603	10	
100503121	3	121	6308	67	3480	1603	10	
100503122	3	122	6308	67	3480	1603	10	
100503123	3	123	6308	67	3480	1603	10	
100503124	3	124	6308	67	3480	1603	10	
100503125	3	125	6308	67	3480	1603	10	
100503126	3	126	6308	67	3480	1603	10	
100503127	3	127	6308	67	3480	1603	10	
100503128	3	128	6308	67	3480	1603	10	
100503129	3	129	6308	67	3480	1603	10	
100503130	3	130	6308	67	3480	1603	10	
100503131	3	131	6308	75	3480	1603	10	
100503132	3	132	6308	75	3480	1603	10	
100503133	3	133	6308	75	3480	1603	10	
100503134	3	134	6308	75	3480	1603	10	
100503135	3	135	6308	75	3480	1603	10	
100503136	3	136	6308	75	3480	1603	10	
100503137	3	137	6308	75	3480	1603	10	
100503138	3	138	6308	75	3480	1603	10	
100503139	3	139	6308	75	3480	1603	10	
100503140	3	140	6308	75	3480	1603	10	
100503141	3	141	6308	79	3480	1603	10	
100503142	3	142	6308	79	3480	1603	10	
100503143	3	143	6308	79	3480	1603	10	
100503144	3	144	6308	79	3480	1603	10	
100503145	3	145	6308	79	3480	1603	10	
100503146	3	146	6308	79	3480	1603	10	
100503147	3	147	6308	79	3480	1603	10	
100503148	3	148	6308	79	3480	1603	10	
100503149	3	149	6308	79	3480	1603	10	
100503150	3	150	6308	79	3480	1603	10	
100504001	4	1	6107	10	990	1602	10	
100504002	4	2	6107	10	990	1602	10	
100504003	4	3	6107	10	990	1602	10	
100504004	4	4	6107	10	990	1602	10	
100504005	4	5	6107	10	990	1602	10	
100504006	4	6	6107	12	990	1602	10	
100504007	4	7	6107	12	990	1602	10	
100504008	4	8	6107	12	990	1602	10	
100504009	4	9	6107	12	990	1602	10	
100504010	4	10	6107	12	990	1602	10	
100504011	4	11	6107	18	990	1602	10	
100504012	4	12	6107	18	990	1602	10	
100504013	4	13	6107	18	990	1602	10	
100504014	4	14	6107	18	990	1602	10	
100504015	4	15	6107	18	990	1602	10	
100504016	4	16	6107	18	990	1602	10	
100504017	4	17	6107	18	990	1602	10	
100504018	4	18	6107	18	990	1602	10	
100504019	4	19	6107	18	990	1602	10	
100504020	4	20	6107	18	990	1602	10	
100504021	4	21	6107	18	990	1602	10	
100504022	4	22	6107	18	990	1602	10	
100504023	4	23	6107	18	990	1602	10	
100504024	4	24	6107	18	990	1602	10	
100504025	4	25	6107	18	990	1602	10	
100504026	4	26	6107	18	990	1602	10	
100504027	4	27	6107	18	990	1602	10	
100504028	4	28	6107	18	990	1602	10	
100504029	4	29	6107	18	990	1602	10	
100504030	4	30	6107	18	990	1602	10	
100504031	4	31	6107	24	990	1602	10	
100504032	4	32	6107	24	990	1602	10	
100504033	4	33	6107	24	990	1602	10	
100504034	4	34	6107	24	990	1602	10	
100504035	4	35	6107	24	990	1602	10	
100504036	4	36	6107	24	990	1602	10	
100504037	4	37	6107	24	990	1602	10	
100504038	4	38	6107	24	990	1602	10	
100504039	4	39	6107	24	990	1602	10	
100504040	4	40	6107	24	990	1602	10	
100504041	4	41	6107	28	990	1602	10	
100504042	4	42	6107	28	990	1602	10	
100504043	4	43	6107	28	990	1602	10	
100504044	4	44	6107	28	990	1602	10	
100504045	4	45	6107	28	990	1602	10	
100504046	4	46	6107	28	990	1602	10	
100504047	4	47	6107	28	990	1602	10	
100504048	4	48	6107	28	990	1602	10	
100504049	4	49	6107	28	990	1602	10	
100504050	4	50	6107	28	990	1602	10	
100504051	4	51	6207	35	2230	1602	10	
100504052	4	52	6207	35	2230	1602	10	
100504053	4	53	6207	35	2230	1602	10	
100504054	4	54	6207	35	2230	1602	10	
100504055	4	55	6207	35	2230	1602	10	
100504056	4	56	6207	35	2230	1602	10	
100504057	4	57	6207	35	2230	1602	10	
100504058	4	58	6207	35	2230	1602	10	
100504059	4	59	6207	35	2230	1602	10	
100504060	4	60	6207	35	2230	1602	10	
100504061	4	61	6207	42	2230	1602	10	
100504062	4	62	6207	42	2230	1602	10	
100504063	4	63	6207	42	2230	1602	10	
100504064	4	64	6207	42	2230	1602	10	
100504065	4	65	6207	42	2230	1602	10	
100504066	4	66	6207	42	2230	1602	10	
100504067	4	67	6207	42	2230	1602	10	
100504068	4	68	6207	42	2230	1602	10	
100504069	4	69	6207	42	2230	1602	10	
100504070	4	70	6207	42	2230	1602	10	
100504071	4	71	6207	42	2230	1602	10	
100504072	4	72	6207	42	2230	1602	10	
100504073	4	73	6207	42	2230	1602	10	
100504074	4	74	6207	42	2230	1602	10	
100504075	4	75	6207	42	2230	1602	10	
100504076	4	76	6207	42	2230	1602	10	
100504077	4	77	6207	42	2230	1602	10	
100504078	4	78	6207	42	2230	1602	10	
100504079	4	79	6207	42	2230	1602	10	
100504080	4	80	6207	42	2230	1602	10	
100504081	4	81	6207	50	2230	1602	10	
100504082	4	82	6207	50	2230	1602	10	
100504083	4	83	6207	50	2230	1602	10	
100504084	4	84	6207	50	2230	1602	10	
100504085	4	85	6207	50	2230	1602	10	
100504086	4	86	6207	50	2230	1602	10	
