int	int	int	string	DTItemNum[]	int[]	DTRandomInterval[]	string	int	string
101000503	5	3	培养3	2:6350;5004:20	1601;1603;1604	1:2;1:1;1:1	拍电影	1001	
101000504	5	4	培养4	2:6350;5004:20	1601;1602;1604	1:2;1:1;1:1	拍电影	1001	
101000601	6	1	培养1	2:7600;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
101000602	6	2	培养2	2:7600;5004:30	1602;1603;1604	1:3;1:3;1:3	拍电影	1001	
101000603	6	3	培养3	2:7600;5004:30	1601;1603;1604	2:5;1:3;1:3	拍电影	1001	
101000604	6	4	培养4	2:7600;5004:30	1601;1602;1604	2:5;1:3;1:3	拍电影	1001	
101000701	7	1	培养1	2:8850;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
101000702	7	2	培养2	2:8850;5004:30	1602;1603;1604	1:3;1:3;1:3	拍电影	1001	
101000703	7	3	培养3	2:8850;5004:30	1601;1603;1604	2:5;1:3;1:3	拍电影	1001	
101000704	7	4	培养4	2:8850;5004:30	1601;1602;1604	2:5;1:3;1:3	拍电影	1001	
101000801	8	1	培养1	2:10100;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
101000802	8	2	培养2	2:10100;5004:30	1602;1603;1604	1:3;1:3;1:3	拍电影	1001	
101000803	8	3	培养3	2:10100;5004:30	1601;1603;1604	2:5;1:3;1:3	拍电影	1001	
101000804	8	4	培养4	2:10100;5004:30	1601;1602;1604	2:5;1:3;1:3	拍电影	1001	
101000901	9	1	培养1	2:11400;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
101000902	9	2	培养2	2:11400;5004:30	1602;1603;1604	1:3;1:3;1:3	拍电影	1001	
101000903	9	3	培养3	2:11400;5004:30	1601;1603;1604	2:5;1:3;1:3	拍电影	1001	
101000904	9	4	培养4	2:11400;5004:30	1601;1602;1604	2:5;1:3;1:3	拍电影	1001	
101001001	10	1	培养1	2:12650;5004:30	1601;1602;1603	2:5;1:3;1:3	拍电影	1001	
101001002	10	2	培养2	2:12650;5004:30	1602;1603;1604	1:3;1:3;1:3	拍电影	1001	
101001003	10	3	培养3	2:12650;5004:30	1601;1603;1604	2:5;1:3;1:3	拍电影	1001	
101001004	10	4	培养4	2:12650;5004:30	1601;1602;1604	2:5;1:3;1:3	拍电影	1001	
101001101	11	1	培养1	2:13900;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
101001102	11	2	培养2	2:13900;5004:45	1602;1603;1604	1:4;1:4;1:4	拍电影	1001	
101001103	11	3	培养3	2:13900;5004:45	1601;1603;1604	2:8;1:4;1:4	拍电影	1001	
101001104	11	4	培养4	2:13900;5004:45	1601;1602;1604	2:8;1:4;1:4	拍电影	1001	
101001201	12	1	培养1	2:15150;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
101001202	12	2	培养2	2:15150;5004:45	1602;1603;1604	1:4;1:4;1:4	拍电影	1001	
101001203	12	3	培养3	2:15150;5004:45	1601;1603;1604	2:8;1:4;1:4	拍电影	1001	
101001204	12	4	培养4	2:15150;5004:45	1601;1602;1604	2:8;1:4;1:4	拍电影	1001	
101001301	13	1	培养1	2:16450;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
101001302	13	2	培养2	2:16450;5004:45	1602;1603;1604	1:4;1:4;1:4	拍电影	1001	
101001303	13	3	培养3	2:16450;5004:45	1601;1603;1604	2:8;1:4;1:4	拍电影	1001	
101001304	13	4	培养4	2:16450;5004:45	1601;1602;1604	2:8;1:4;1:4	拍电影	1001	
101001401	14	1	培养1	2:17700;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
101001402	14	2	培养2	2:17700;5004:45	1602;1603;1604	1:4;1:4;1:4	拍电影	1001	
101001403	14	3	培养3	2:17700;5004:45	1601;1603;1604	2:8;1:4;1:4	拍电影	1001	
101001404	14	4	培养4	2:17700;5004:45	1601;1602;1604	2:8;1:4;1:4	拍电影	1001	
101001501	15	1	培养1	2:18950;5004:45	1601;1602;1603	2:8;1:4;1:4	拍电影	1001	
101001502	15	2	培养2	2:18950;5004:45	1602;1603;1604	1:4;1:4;1:4	拍电影	1001	
101001503	15	3	培养3	2:18950;5004:45	1601;1603;1604	2:8;1:4;1:4	拍电影	1001	
101001504	15	4	培养4	2:18950;5004:45	1601;1602;1604	2:8;1:4;1:4	拍电影	1001	
101001601	16	1	培养1	2:20200;5004:60	1601;1602;1603	3:11;2:6;2:6	拍电影	1001	
101001602	16	2	培养2	2:20200;5004:60	1602;1603;1604	2:6;2:6;2:6	拍电影	1001	
101001603	16	3	培养3	2:20200;5004:60	1601;1603;1604	3:11;2:6;2:6	拍电影	1001	
101001604	16	4	培养4	2:20200;5004:60	1601;1602;1604	3:11;2:6;2:6	拍电影	1001	
101001701	17	1	培养1	2:21500;5004:60	1601;1602;1603	3:11;2:6;2:6	拍电影	1001	
101001702	17	2	培养2	2:21500;5004:60	1602;1603;1604	2:6;2:6;2:6	拍电影	1001	
101001703	17	3	培养3	2:21500;5004:60	1601;1603;1604	3:11;2:6;2:6	拍电影	1001	
101001704	17	4	培养4	2:21500;5004:60	1601;1602;1604	3:11;2:6;2:6	拍电影	1001	
101001801	18	1	培养1	2:22750;5004:60	1601;1602;1603	3:11;2:6;2:6	拍电影	1001	
101001802	18	2	培养2	2:22750;5004:60	1602;1603;1604	2:6;2:6;2:6	拍电影	1001	
101001803	18	3	培养3	2:22750;5004:60	1601;1603;1604	3:11;2:6;2:6	拍电影	1001	
101001804	18	4	培养4	2:22750;5004:60	1601;1602;1604	3:11;2:6;2:6	拍电影	1001	
101001901	19	1	培养1	2:24000;5004:60	1601;1602;1603	3:11;2:6;2:6	拍电影	1001	
101001902	19	2	培养2	2:24000;5004:60	1602;1603;1604	2:6;2:6;2:6	拍电影	1001	
101001903	19	3	培养3	2:24000;5004:60	1601;1603;1604	3:11;2:6;2:6	拍电影	1001	
101001904	19	4	培养4	2:24000;5004:60	1601;1602;1604	3:11;2:6;2:6	拍电影	1001	
101002001	20	1	培养1	2:25250;5004:60	1601;1602;1603	3:11;2:6;2:6	拍电影	1001	
101002002	20	2	培养2	2:25250;5004:60	1602;1603;1604	2:6;2:6;2:6	拍电影	1001	
101002003	20	3	培养3	2:25250;5004:60	1601;1603;1604	3:11;2:6;2:6	拍电影	1001	
101002004	20	4	培养4	2:25250;5004:60	1601;1602;1604	3:11;2:6;2:6	拍电影	1001	
101002101	21	1	培养1	2:26550;5004:80	1601;1602;1603	4:14;2:7;2:7	拍电影	1001	
101002102	21	2	培养2	2:26550;5004:80	1602;1603;1604	2:7;2:7;2:7	拍电影	1001	
101002103	21	3	培养3	2:26550;5004:80	1601;1603;1604	4:14;2:7;2:7	拍电影	1001	
101002104	21	4	培养4	2:26550;5004:80	1601;1602;1604	4:14;2:7;2:7	拍电影	1001	
101002201	22	1	培养1	2:27800;5004:80	1601;1602;1603	4:14;2:7;2:7	拍电影	1001	
101002202	22	2	培养2	2:27800;5004:80	1602;1603;1604	2:7;2:7;2:7	拍电影	1001	
101002203	22	3	培养3	2:27800;5004:80	1601;1603;1604	4:14;2:7;2:7	拍电影	1001	
101002204	22	4	培养4	2:27800;5004:80	1601;1602;1604	4:14;2:7;2:7	拍电影	1001	
101002301	23	1	培养1	2:29050;5004:80	1601;1602;1603	4:14;2:7;2:7	拍电影	1001	
101002302	23	2	培养2	2:29050;5004:80	1602;1603;1604	2:7;2:7;2:7	拍电影	1001	
101002303	23	3	培养3	2:29050;5004:80	1601;1603;1604	4:14;2:7;2:7	拍电影	1001	
101002304	23	4	培养4	2:29050;5004:80	1601;1602;1604	4:14;2:7;2:7	拍电影	1001	
101002401	24	1	培养1	2:30300;5004:80	1601;1602;1603	4:14;2:7;2:7	拍电影	1001	
101002402	24	2	培养2	2:30300;5004:80	1602;1603;1604	2:7;2:7;2:7	拍电影	1001	
101002403	24	3	培养3	2:30300;5004:80	1601;1603;1604	4:14;2:7;2:7	拍电影	1001	
101002404	24	4	培养4	2:30300;5004:80	1601;1602;1604	4:14;2:7;2:7	拍电影	1001	
101002501	25	1	培养1	2:31550;5004:80	1601;1602;1603	4:14;2:7;2:7	拍电影	1001	
101002502	25	2	培养2	2:31550;5004:80	1602;1603;1604	2:7;2:7;2:7	拍电影	1001	
101002503	25	3	培养3	2:31550;5004:80	1601;1603;1604	4:14;2:7;2:7	拍电影	1001	
101002504	25	4	培养4	2:31550;5004:80	1601;1602;1604	4:14;2:7;2:7	拍电影	1001	
101002601	26	1	培养1	2:32850;5004:100	1601;1602;1603	5:17;3:9;3:9	拍电影	1001	
101002602	26	2	培养2	2:32850;5004:100	1602;1603;1604	3:9;3:9;3:9	拍电影	1001	
101002603	26	3	培养3	2:32850;5004:100	1601;1603;1604	5:17;3:9;3:9	拍电影	1001	
101002604	26	4	培养4	2:32850;5004:100	1601;1602;1604	5:17;3:9;3:9	拍电影	1001	
101002701	27	1	培养1	2:34100;5004:100	1601;1602;1603	5:17;3:9;3:9	拍电影	1001	
101002702	27	2	培养2	2:34100;5004:100	1602;1603;1604	3:9;3:9;3:9	拍电影	1001	
101002703	27	3	培养3	2:34100;5004:100	1601;1603;1604	5:17;3:9;3:9	拍电影	1001	
101002704	27	4	培养4	2:34100;5004:100	1601;1602;1604	5:17;3:9;3:9	拍电影	1001	
101002801	28	1	培养1	2:35350;5004:100	1601;1602;1603	5:17;3:9;3:9	拍电影	1001	
101002802	28	2	培养2	2:35350;5004:100	1602;1603;1604	3:9;3:9;3:9	拍电影	1001	
101002803	28	3	培养3	2:35350;5004:100	1601;1603;1604	5:17;3:9;3:9	拍电影	1001	
101002804	28	4	培养4	2:35350;5004:100	1601;1602;1604	5:17;3:9;3:9	拍电影	1001	
101002901	29	1	培养1	2:36600;5004:100	1601;1602;1603	5:17;3:9;3:9	拍电影	1001	
101002902	29	2	培养2	2:36600;5004:100	1602;1603;1604	3:9;3:9;3:9	拍电影	1001	
101002903	29	3	培养3	2:36600;5004:100	1601;1603;1604	5:17;3:9;3:9	拍电影	1001	
101002904	29	4	培养4	2:36600;5004:100	1601;1602;1604	5:17;3:9;3:9	拍电影	1001	
101003001	30	1	培养1	2:109910;5004:100	1601;1602;1603	5:17;3:9;3:9	拍电影	1001	
101003002	30	2	培养2	2:109910;5004:100	1602;1603;1604	3:9;3:9;3:9	拍电影	1001	
101003003	30	3	培养3	2:109910;5004:100	1601;1603;1604	5:17;3:9;3:9	拍电影	1001	
101003004	30	4	培养4	2:109910;5004:100	1601;1602;1604	5:17;3:9;3:9	拍电影	1001	
101003101	31	1	培养1	2:113535;5004:125	1601;1602;1603	5:20;3:10;3:10	拍电影	1001	
101003102	31	2	培养2	2:113535;5004:125	1602;1603;1604	3:10;3:10;3:10	拍电影	1001	
101003103	31	3	培养3	2:113535;5004:125	1601;1603;1604	5:20;3:10;3:10	拍电影	1001	
101003104	31	4	培养4	2:113535;5004:125	1601;1602;1604	5:20;3:10;3:10	拍电影	1001	
101003201	32	1	培养1	2:117160;5004:125	1601;1602;1603	5:20;3:10;3:10	拍电影	1001	
101003202	32	2	培养2	2:117160;5004:125	1602;1603;1604	3:10;3:10;3:10	拍电影	1001	
101003203	32	3	培养3	2:117160;5004:125	1601;1603;1604	5:20;3:10;3:10	拍电影	1001	
101003204	32	4	培养4	2:117160;5004:125	1601;1602;1604	5:20;3:10;3:10	拍电影	1001	
101003301	33	1	培养1	2:120785;5004:125	1601;1602;1603	5:20;3:10;3:10	拍电影	1001	
101003302	33	2	培养2	2:120785;5004:125	1602;1603;1604	3:10;3:10;3:10	拍电影	1001	
101003303	33	3	培养3	2:120785;5004:125	1601;1603;1604	5:20;3:10;3:10	拍电影	1001	
101003304	33	4	培养4	2:120785;5004:125	1601;1602;1604	5:20;3:10;3:10	拍电影	1001	
101003401	34	1	培养1	2:124555;5004:125	1601;1602;1603	5:20;3:10;3:10	拍电影	1001	
101003402	34	2	培养2	2:124555;5004:125	1602;1603;1604	3:10;3:10;3:10	拍电影	1001	
101003403	34	3	培养3	2:124555;5004:125	1601;1603;1604	5:20;3:10;3:10	拍电影	1001	
101003404	34	4	培养4	2:124555;5004:125	1601;1602;1604	5:20;3:10;3:10	拍电影	1001	
101003501	35	1	培养1	2:128180;5004:125	1601;1602;1603	5:20;3:10;3:10	拍电影	1001	
101003502	35	2	培养2	2:128180;5004:125	1602;1603;1604	3:10;3:10;3:10	拍电影	1001	
101003503	35	3	培养3	2:128180;5004:125	1601;1603;1604	5:20;3:10;3:10	拍电影	1001	
101003504	35	4	培养4	2:128180;5004:125	1601;1602;1604	5:20;3:10;3:10	拍电影	1001	
101003601	36	1	培养1	2:131805;5004:150	1601;1602;1603	6:23;3:11;3:11	拍电影	1001	
101003602	36	2	培养2	2:131805;5004:150	1602;1603;1604	3:11;3:11;3:11	拍电影	1001	
101003603	36	3	培养3	2:131805;5004:150	1601;1603;1604	6:23;3:11;3:11	拍电影	1001	
101003604	36	4	培养4	2:131805;5004:150	1601;1602;1604	6:23;3:11;3:11	拍电影	1001	
101003701	37	1	培养1	2:135430;5004:150	1601;1602;1603	6:23;3:11;3:11	拍电影	1001	
101003702	37	2	培养2	2:135430;5004:150	1602;1603;1604	3:11;3:11;3:11	拍电影	1001	
101003703	37	3	培养3	2:135430;5004:150	1601;1603;1604	6:23;3:11;3:11	拍电影	1001	
101003704	37	4	培养4	2:135430;5004:150	1601;1602;1604	6:23;3:11;3:11	拍电影	1001	
101003801	38	1	培养1	2:139200;5004:150	1601;1602;1603	6:23;3:11;3:11	拍电影	1001	
101003802	38	2	培养2	2:139200;5004:150	1602;1603;1604	3:11;3:11;3:11	拍电影	1001	
101003803	38	3	培养3	2:139200;5004:150	1601;1603;1604	6:23;3:11;3:11	拍电影	1001	
101003804	38	4	培养4	2:139200;5004:150	1601;1602;1604	6:23;3:11;3:11	拍电影	1001	
101003901	39	1	培养1	2:142825;5004:150	1601;1602;1603	6:23;3:11;3:11	拍电影	1001	
101003902	39	2	培养2	2:142825;5004:150	1602;1603;1604	3:11;3:11;3:11	拍电影	1001	
101003903	39	3	培养3	2:142825;5004:150	1601;1603;1604	6:23;3:11;3:11	拍电影	1001	
101003904	39	4	培养4	2:142825;5004:150	1601;1602;1604	6:23;3:11;3:11	拍电影	1001	
101004001	40	1	培养1	2:146450;5004:150	1601;1602;1603	6:23;3:11;3:11	拍电影	1001	
101004002	40	2	培养2	2:146450;5004:150	1602;1603;1604	3:11;3:11;3:11	拍电影	1001	
101004003	40	3	培养3	2:146450;5004:150	1601;1603;1604	6:23;3:11;3:11	拍电影	1001	
101004004	40	4	培养4	2:146450;5004:150	1601;1602;1604	6:23;3:11;3:11	拍电影	1001	
101004101	41	1	培养1	2:150075;5004:180	1601;1602;1603	7:26;4:13;4:13	拍电影	1001	
101004102	41	2	培养2	2:150075;5004:180	1602;1603;1604	4:13;4:13;4:13	拍电影	1001	
101004103	41	3	培养3	2:150075;5004:180	1601;1603;1604	7:26;4:13;4:13	拍电影	1001	
101004104	41	4	培养4	2:150075;5004:180	1601;1602;1604	7:26;4:13;4:13	拍电影	1001	
101004201	42	1	培养1	2:153845;5004:180	1601;1602;1603	7:26;4:13;4:13	拍电影	1001	
101004202	42	2	培养2	2:153845;5004:180	1602;1603;1604	4:13;4:13;4:13	拍电影	1001	
101004203	42	3	培养3	2:153845;5004:180	1601;1603;1604	7:26;4:13;4:13	拍电影	1001	
101004204	42	4	培养4	2:153845;5004:180	1601;1602;1604	7:26;4:13;4:13	拍电影	1001	
101004301	43	1	培养1	2:157470;5004:180	1601;1602;1603	7:25;4:13;4:13	拍电影	1001	
101004302	43	2	培养2	2:157470;5004:180	1602;1603;1604	4:13;4:13;4:13	拍电影	1001	
101004303	43	3	培养3	2:157470;5004:180	1601;1603;1604	7:25;4:13;4:13	拍电影	1001	
101004304	43	4	培养4	2:157470;5004:180	1601;1602;1604	7:25;4:13;4:13	拍电影	1001	
101004401	44	1	培养1	2:161095;5004:180	1601;1602;1603	7:25;4:13;4:13	拍电影	1001	
101004402	44	2	培养2	2:161095;5004:180	1602;1603;1604	4:13;4:13;4:13	拍电影	1001	
101004403	44	3	培养3	2:161095;5004:180	1601;1603;1604	7:25;4:13;4:13	拍电影	1001	
101004404	44	4	培养4	2:161095;5004:180	1601;1602;1604	7:25;4:13;4:13	拍电影	1001	
101004501	45	1	培养1	2:164720;5004:180	1601;1602;1603	7:25;4:13;4:13	拍电影	1001	
101004502	45	2	培养2	2:164720;5004:180	1602;1603;1604	4:13;4:13;4:13	拍电影	1001	
101004503	45	3	培养3	2:164720;5004:180	1601;1603;1604	7:25;4:13;4:13	拍电影	1001	
101004504	45	4	培养4	2:164720;5004:180	1601;1602;1604	7:25;4:13;4:13	拍电影	1001	
101004601	46	1	培养1	2:168490;5004:210	1601;1602;1603	7:28;4:14;4:14	拍电影	1001	
101004602	46	2	培养2	2:168490;5004:210	1602;1603;1604	4:14;4:14;4:14	拍电影	1001	
101004603	46	3	培养3	2:168490;5004:210	1601;1603;1604	7:28;4:14;4:14	拍电影	1001	
101004604	46	4	培养4	2:168490;5004:210	1601;1602;1604	7:28;4:14;4:14	拍电影	1001	
101004701	47	1	培养1	2:172115;5004:210	1601;1602;1603	7:28;4:14;4:14	拍电影	1001	
101004702	47	2	培养2	2:172115;5004:210	1602;1603;1604	4:14;4:14;4:14	拍电影	1001	
101004703	47	3	培养3	2:172115;5004:210	1601;1603;1604	7:28;4:14;4:14	拍电影	1001	
101004704	47	4	培养4	2:172115;5004:210	1601;1602;1604	7:28;4:14;4:14	拍电影	1001	
101004801	48	1	培养1	2:175740;5004:210	1601;1602;1603	7:28;4:14;4:14	拍电影	1001	
101004802	48	2	培养2	2:175740;5004:210	1602;1603;1604	4:14;4:14;4:14	拍电影	1001	
101004803	48	3	培养3	2:175740;5004:210	1601;1603;1604	7:28;4:14;4:14	拍电影	1001	
101004804	48	4	培养4	2:175740;5004:210	1601;1602;1604	7:28;4:14;4:14	拍电影	1001	
101004901	49	1	培养1	2:179365;5004:210	1601;1602;1603	7:28;4:14;4:14	拍电影	1001	
101004902	49	2	培养2	2:179365;5004:210	1602;1603;1604	4:14;4:14;4:14	拍电影	1001	
101004903	49	3	培养3	2:179365;5004:210	1601;1603;1604	7:28;4:14;4:14	拍电影	1001	
101004904	49	4	培养4	2:179365;5004:210	1601;1602;1604	7:28;4:14;4:14	拍电影	1001	
101005001	50	1	培养1	2:182990;5004:210	1601;1602;1603	7:28;4:14;4:14	拍电影	1001	
101005002	50	2	培养2	2:182990;5004:210	1602;1603;1604	4:14;4:14;4:14	拍电影	1001	
101005003	50	3	培养3	2:182990;5004:210	1601;1603;1604	7:28;4:14;4:14	拍电影	1001	
101005004	50	4	培养4	2:182990;5004:210	1601;1602;1604	7:28;4:14;4:14	拍电影	1001	
101005101	51	1	培养1	2:186760;5004:245	1601;1602;1603	8:31;4:16;4:16	拍电影	1001	
101005102	51	2	培养2	2:186760;5004:245	1602;1603;1604	4:16;4:16;4:16	拍电影	1001	
101005103	51	3	培养3	2:186760;5004:245	1601;1603;1604	8:31;4:16;4:16	拍电影	1001	
101005104	51	4	培养4	2:186760;5004:245	1601;1602;1604	8:31;4:16;4:16	拍电影	1001	
101005201	52	1	培养1	2:190385;5004:245	1601;1602;1603	8:31;4:16;4:16	拍电影	1001	
101005202	52	2	培养2	2:190385;5004:245	1602;1603;1604	4:16;4:16;4:16	拍电影	1001	
101005203	52	3	培养3	2:190385;5004:245	1601;1603;1604	8:31;4:16;4:16	拍电影	1001	
101005204	52	4	培养4	2:190385;5004:245	1601;1602;1604	8:31;4:16;4:16	拍电影	1001	
101005301	53	1	培养1	2:194010;5004:245	1601;1602;1603	8:31;4:16;4:16	拍电影	1001	
101005302	53	2	培养2	2:194010;5004:245	1602;1603;1604	4:16;4:16;4:16	拍电影	1001	
101005303	53	3	培养3	2:194010;5004:245	1601;1603;1604	8:31;4:16;4:16	拍电影	1001	
101005304	53	4	培养4	2:194010;5004:245	1601;1602;1604	8:31;4:16;4:16	拍电影	1001	
101005401	54	1	培养1	2:197635;5004:245	1601;1602;1603	8:31;4:16;4:16	拍电影	1001	
101005402	54	2	培养2	2:197635;5004:245	1602;1603;1604	4:16;4:16;4:16	拍电影	1001	
101005403	54	3	培养3	2:197635;5004:245	1601;1603;1604	8:31;4:16;4:16	拍电影	1001	
101005404	54	4	培养4	2:197635;5004:245	1601;1602;1604	8:31;4:16;4:16	拍电影	1001	
101005501	55	1	培养1	2:201405;5004:245	1601;1602;1603	8:31;4:16;4:16	拍电影	1001	
101005502	55	2	培养2	2:201405;5004:245	1602;1603;1604	4:16;4:16;4:16	拍电影	1001	
101005503	55	3	培养3	2:201405;5004:245	1601;1603;1604	8:31;4:16;4:16	拍电影	1001	
101005504	55	4	培养4	2:201405;5004:245	1601;1602;1604	8:31;4:16;4:16	拍电影	1001	
101005601	56	1	培养1	2:205030;5004:280	1601;1602;1603	9:34;5:17;5:17	拍电影	1001	
101005602	56	2	培养2	2:205030;5004:280	1602;1603;1604	5:17;5:17;5:17	拍电影	1001	
101005603	56	3	培养3	2:205030;5004:280	1601;1603;1604	9:34;5:17;5:17	拍电影	1001	
101005604	56	4	培养4	2:205030;5004:280	1601;1602;1604	9:34;5:17;5:17	拍电影	1001	
101005701	57	1	培养1	2:208655;5004:280	1601;1602;1603	9:34;5:17;5:17	拍电影	1001	
101005702	57	2	培养2	2:208655;5004:280	1602;1603;1604	5:17;5:17;5:17	拍电影	1001	
101005703	57	3	培养3	2:208655;5004:280	1601;1603;1604	9:34;5:17;5:17	拍电影	1001	
101005704	57	4	培养4	2:208655;5004:280	1601;1602;1604	9:34;5:17;5:17	拍电影	1001	
101005801	58	1	培养1	2:212280;5004:280	1601;1602;1603	9:34;5:17;5:17	拍电影	1001	
101005802	58	2	培养2	2:212280;5004:280	1602;1603;1604	5:17;5:17;5:17	拍电影	1001	
101005803	58	3	培养3	2:212280;5004:280	1601;1603;1604	9:34;5:17;5:17	拍电影	1001	
101005804	58	4	培养4	2:212280;5004:280	1601;1602;1604	9:34;5:17;5:17	拍电影	1001	
101005901	59	1	培养1	2:216050;5004:280	1601;1602;1603	9:34;5:17;5:17	拍电影	1001	
101005902	59	2	培养2	2:216050;5004:280	1602;1603;1604	5:17;5:17;5:17	拍电影	1001	
101005903	59	3	培养3	2:216050;5004:280	1601;1603;1604	9:34;5:17;5:17	拍电影	1001	
101005904	59	4	培养4	2:216050;5004:280	1601;1602;1604	9:34;5:17;5:17	拍电影	1001	
101006001	60	1	培养1	2:439350;5004:280	1601;1602;1603	9:34;5:17;5:17	拍电影	1001	
101006002	60	2	培养2	2:439350;5004:280	1602;1603;1604	5:17;5:17;5:17	拍电影	1001	
101006003	60	3	培养3	2:439350;5004:280	1601;1603;1604	9:34;5:17;5:17	拍电影	1001	
101006004	60	4	培养4	2:439350;5004:280	1601;1602;1604	9:34;5:17;5:17	拍电影	1001	
101006101	61	1	培养1	2:446600;5004:320	1601;1602;1603	10:37;5:18;5:18	拍电影	1001	
101006102	61	2	培养2	2:446600;5004:320	1602;1603;1604	5:18;5:18;5:18	拍电影	1001	
101006103	61	3	培养3	2:446600;5004:320	1601;1603;1604	10:37;5:18;5:18	拍电影	1001	
101006104	61	4	培养4	2:446600;5004:320	1601;1602;1604	10:37;5:18;5:18	拍电影	1001	
101006201	62	1	培养1	2:453850;5004:320	1601;1602;1603	10:37;5:18;5:18	拍电影	1001	
101006202	62	2	培养2	2:453850;5004:320	1602;1603;1604	5:18;5:18;5:18	拍电影	1001	
101006203	62	3	培养3	2:453850;5004:320	1601;1603;1604	10:37;5:18;5:18	拍电影	1001	
101006204	62	4	培养4	2:453850;5004:320	1601;1602;1604	10:37;5:18;5:18	拍电影	1001	
101006301	63	1	培养1	2:461390;5004:320	1601;1602;1603	9:36;5:18;5:18	拍电影	1001	
101006302	63	2	培养2	2:461390;5004:320	1602;1603;1604	5:18;5:18;5:18	拍电影	1001	
101006303	63	3	培养3	2:461390;5004:320	1601;1603;1604	9:36;5:18;5:18	拍电影	1001	
101006304	63	4	培养4	2:461390;5004:320	1601;1602;1604	9:36;5:18;5:18	拍电影	1001	
101006401	64	1	培养1	2:468640;5004:320	1601;1602;1603	9:36;5:18;5:18	拍电影	1001	
101006402	64	2	培养2	2:468640;5004:320	1602;1603;1604	5:18;5:18;5:18	拍电影	1001	
101006403	64	3	培养3	2:468640;5004:320	1601;1603;1604	9:36;5:18;5:18	拍电影	1001	
101006404	64	4	培养4	2:468640;5004:320	1601;1602;1604	9:36;5:18;5:18	拍电影	1001	
101006501	65	1	培养1	2:475890;5004:320	1601;1602;1603	9:36;5:18;5:18	拍电影	1001	
101006502	65	2	培养2	2:475890;5004:320	1602;1603;1604	5:18;5:18;5:18	拍电影	1001	
101006503	65	3	培养3	2:475890;5004:320	1601;1603;1604	9:36;5:18;5:18	拍电影	1001	
101006504	65	4	培养4	2:475890;5004:320	1601;1602;1604	9:36;5:18;5:18	拍电影	1001	
101006601	66	1	培养1	2:483140;5004:360	1601;1602;1603	10:39;5:20;5:20	拍电影	1001	
101006602	66	2	培养2	2:483140;5004:360	1602;1603;1604	5:20;5:20;5:20	拍电影	1001	
101006603	66	3	培养3	2:483140;5004:360	1601;1603;1604	10:39;5:20;5:20	拍电影	1001	
101006604	66	4	培养4	2:483140;5004:360	1601;1602;1604	10:39;5:20;5:20	拍电影	1001	
101006701	67	1	培养1	2:490680;5004:360	1601;1602;1603	10:39;5:20;5:20	拍电影	1001	
101006702	67	2	培养2	2:490680;5004:360	1602;1603;1604	5:20;5:20;5:20	拍电影	1001	
101006703	67	3	培养3	2:490680;5004:360	1601;1603;1604	10:39;5:20;5:20	拍电影	1001	
101006704	67	4	培养4	2:490680;5004:360	1601;1602;1604	10:39;5:20;5:20	拍电影	1001	
101006801	68	1	培养1	2:497930;5004:360	1601;1602;1603	10:39;5:20;5:20	拍电影	1001	
101006802	68	2	培养2	2:497930;5004:360	1602;1603;1604	5:20;5:20;5:20	拍电影	1001	
101006803	68	3	培养3	2:497930;5004:360	1601;1603;1604	10:39;5:20;5:20	拍电影	1001	
101006804	68	4	培养4	2:497930;5004:360	1601;1602;1604	10:39;5:20;5:20	拍电影	1001	
101006901	69	1	培养1	2:505180;5004:360	1601;1602;1603	10:39;5:20;5:20	拍电影	1001	
